source	target	value
21	263	0.17367993865320513
21	332	0.06933893399701593
21	345	0.0740857882470647
21	346	0.04872398620517327
21	354	0.07580827213933487
21	358	0.062493227411689396
21	360	0.07620770228827806
22	34	0.07172946849544524
22	35	0.06147282217406936
22	43	0.0676836477611238
22	50	0.06353936910174408
22	51	0.06032903208835153
22	71	0.06655594875386658
22	112	0.06818765524509106
22	113	0.07194155584917632
22	120	0.06603974176767678
22	132	0.06631772183041636
22	135	0.06785083811701152
22	141	0.05477362122357179
22	155	0.07333144144728003
22	163	0.05920663507749814
22	169	0.06691875554541019
22	189	0.07579764658186162
22	190	0.06659504207058378
22	191	0.07456367642930298
22	205	0.06918148427473722
22	223	0.06713524200025374
22	224	0.06956261869531342
22	345	0.06953374726635268
22	346	0.06299848975459177
22	347	0.06634442517151269
22	352	0.07182906111685632
22	354	0.07183284105880539
22	358	0.05591535082100621
22	360	0.06933320940577266
22	367	0.06186003183197857
23	218	0.13764428086286934
23	231	0.10450963523701695
24	45	0.07613991310886302
24	59	0.06364529065483757
24	129	0.07023064286396953
24	150	0.07225506172422018
24	171	0.060013373407077256
24	199	0.07430084711243064
24	225	0.06543003976466072
24	235	0.07329361580533023
24	242	0.06465777680777486
24	286	0.0652234809546537
24	355	0.0718676173820704
25	60	0.07493834738236933
25	243	0.11331445141487592
25	248	0.07285216729906817
25	260	0.054681007238705504
25	280	0.0756210748984859
25	370	0.06539254643649277
26	33	0.0814207382811486
27	323	0.06975708973395041
27	324	0.07221506473122788
28	63	0.41000954035109594
28	175	0.41987787266995885
29	66	0.22907430155170425
29	86	0.21622198273529583
30	175	0.16083609887940037
31	199	0.10638827825589997
32	46	0.06556993999084146
32	151	0.07128703816910212
32	158	0.060673957046005256
33	103	0.07276773335585007
33	350	0.06922880882580726
34	35	0.07634244080201395
34	43	0.06510387317789662
34	49	0.06718760097815697
34	50	0.04975821018793985
34	51	0.06593695061186139
34	112	0.04885199037746653
34	113	0.05634864002773528
34	120	0.06602729075655357
34	132	0.06924128219412541
34	139	0.05341549292240272
34	141	0.06889300605018596
34	161	0.06850485694917606
34	167	0.05818761330087831
34	168	0.06193333965272253
34	188	0.06460272258575941
34	189	0.06403474440799511
34	203	0.043459445594569816
34	221	0.07525008941265098
34	332	0.0737135123247194
34	345	0.07225136398594573
34	346	0.06853635308367806
34	353	0.07298854426706507
34	354	0.07420653330113065
34	358	0.06954388471244254
34	359	0.05928603283413717
34	367	0.07121740172265784
35	43	0.07265240239854363
35	51	0.05273543802063896
35	71	0.049532172158958984
35	135	0.06550751160768539
35	141	0.07303607997953529
35	155	0.05516432853775918
35	163	0.05534102281697108
35	190	0.07635935752083786
35	205	0.06294309100741761
35	211	0.07195414154181273
35	221	0.07304372384808716
35	223	0.045202195289176836
35	224	0.057134311807499054
35	229	0.06932791759464585
35	347	0.047713453411786046
35	352	0.06156597165688607
35	354	0.07105544315752148
35	358	0.06860965845926682
35	367	0.04170919756617327
36	372	0.09092541564448574
37	43	0.0691509232402478
37	44	0.07244546356209747
37	51	0.07536553614294984
37	70	0.06738611987182822
37	71	0.07452779408422446
37	77	0.04973598770166924
37	121	0.06923630769317171
37	141	0.07475936535347145
37	149	0.061199659401780786
37	163	0.06709167190689996
37	170	0.0689056648330075
37	190	0.06003919422977489
37	191	0.07380208052200712
37	211	0.0482014627015006
37	215	0.0648122884058115
37	223	0.07568047338317997
37	224	0.0740628821754844
37	245	0.06553181404007395
37	333	0.07386748827292897
37	346	0.07552746319275376
37	352	0.07073752947314754
37	354	0.07562581204917314
38	45	0.05066088503096825
38	52	0.05494612343816501
38	59	0.05520228108887965
38	115	0.05894248432435552
38	122	0.06421372891445688
38	129	0.0745915729862269
38	143	0.05218164011970527
38	150	0.06778999620943936
38	157	0.047423224688472286
38	164	0.07001111153068419
38	185	0.058549046336889836
38	223	0.06656742462622832
38	224	0.06866263830465426
38	245	0.07646416672411657
38	255	0.08777384474687427
38	276	0.06288693319772419
38	277	0.07575831566910067
38	334	0.07599431360811156
38	341	0.06697828602649014
38	347	0.0707700100965594
38	355	0.07594911058262448
40	54	0.07738162834630721
40	110	0.06839350619028196
40	234	0.0754977413260761
40	244	0.061108102733987674
40	362	0.09106116279257197
41	142	0.07433788523727938
41	241	0.07576219321860839
41	282	0.07027670395512145
41	284	0.07594277987983925
41	325	0.0688733354023972
42	175	0.1305371158077742
43	50	0.039126731749270977
43	51	0.053981305660374804
43	69	0.06868359709023437
43	71	0.06275804868299924
43	100	0.06725185657641823
43	107	0.07603557935382187
43	112	0.06601534230866916
43	113	0.06551306603279394
43	114	0.06947508177254647
43	120	0.0694596875728955
43	132	0.07002003770152462
43	135	0.06853724613969485
43	141	0.051526358400198695
43	142	0.0757565924130151
43	146	0.06419062589022267
43	154	0.06436197019343527
43	155	0.06056504042114067
43	161	0.07566219342112099
43	163	0.06426809412504564
43	168	0.07351121736818665
43	169	0.06768656144599015
43	170	0.06748065322285272
43	189	0.06260716321759163
43	190	0.06777645470759754
43	191	0.07215940995298921
43	198	0.06857614158082609
43	204	0.06175692148697805
43	205	0.06965651627534336
43	211	0.07473387300212059
43	214	0.059146135475253735
43	215	0.06341443882261061
43	221	0.07355352481200264
43	223	0.06358577790594167
43	224	0.07470305665578598
43	245	0.06395749721874323
43	332	0.05260223822211709
43	333	0.07091567157164758
43	339	0.07627070551124138
43	345	0.06528189733373814
43	346	0.04813096601907391
43	347	0.07204766702151215
43	352	0.060576228605433984
43	353	0.05986447054008626
43	354	0.05275791595501942
43	358	0.052482802595641566
43	367	0.06756917965010066
44	56	0.07446351293076571
44	70	0.0633060249913903
44	100	0.07536262448723179
44	105	0.06747192628264538
44	127	0.07096575496343456
44	142	0.06332234495752229
44	154	0.07379154156166903
44	163	0.07441118233798309
44	169	0.06630544869449528
44	170	0.05851915062155636
44	191	0.051625883042898016
44	197	0.05244971175505091
44	215	0.05473415350954974
44	216	0.07596968557319611
44	333	0.06906422072746206
44	340	0.06630518734740336
44	346	0.0686284389099303
45	52	0.054626004172068345
45	59	0.0487559758058556
45	122	0.0620473306246572
45	129	0.0680022201469409
45	136	0.07204071468859737
45	143	0.05327138492502869
45	150	0.07301992876881885
45	157	0.041961972412465916
45	164	0.05849056932797326
45	185	0.04252279696837841
45	199	0.06650497196565198
45	212	0.06171075770241729
45	276	0.0697398479128563
45	286	0.06878414126594753
45	334	0.06802788122413443
45	341	0.04630754442989845
45	355	0.05074965690712134
46	60	0.07295537123857151
46	123	0.0672202116554987
46	130	0.06691099314084588
46	137	0.05731761128382339
46	144	0.06675655411415213
46	151	0.05059631100031307
46	158	0.0703260526796712
46	165	0.0690217028077223
46	200	0.06262996334920592
46	219	0.0691947325644462
46	233	0.060983008435204454
47	103	0.0712375363341913
47	117	0.07319969703188636
47	131	0.08050082252732549
47	138	0.07447272599078558
47	336	0.07024659395789609
47	357	0.06826043946618021
48	57	0.06563878384238683
48	111	0.10281473761269955
48	323	0.0688583822976607
48	324	0.07131989986857558
48	365	0.046155329082759815
49	50	0.0554460851871752
49	100	0.06419997193504907
49	105	0.06631194159204701
49	106	0.07413718746486152
49	107	0.05343766529686307
49	112	0.06404354937705274
49	113	0.045978517386256836
49	118	0.05188098042128258
49	119	0.06808949383856218
49	120	0.054995490784624776
49	139	0.0535337268553909
49	140	0.04915343361863131
49	141	0.07382055770922263
49	142	0.07135176743110039
49	146	0.0604095972410257
49	147	0.07506119390573938
49	154	0.062187202932377006
49	161	0.057439408876281045
49	167	0.05218685643672836
49	168	0.06783515721363326
49	188	0.052429477772556306
49	189	0.048099241357934704
49	203	0.06965695491399858
49	204	0.06848101131434604
49	324	0.07066248242640284
49	332	0.06598055669645489
49	339	0.06404021957023173
49	346	0.07020546442195989
49	365	0.07573837244797083
50	51	0.045319656867368725
50	56	0.07534979712007926
50	71	0.07273875546685028
50	100	0.05772796100961061
50	107	0.06380181891009676
50	112	0.056962213637607846
50	113	0.04912726263196705
50	114	0.059954471469143
50	120	0.05115565179722784
50	132	0.0735814645987512
50	135	0.07180006624975922
50	140	0.07092965806444305
50	141	0.05208189751215569
50	142	0.06466911705204927
50	146	0.0578196457517601
50	154	0.05556263718277353
50	155	0.06760628664232969
50	161	0.053259286728103365
50	163	0.06991124193532568
50	167	0.0701149814054449
50	168	0.06194719644583852
50	169	0.06928667806133357
50	170	0.07644472067952542
50	188	0.06970698147520485
50	189	0.039448911627108785
50	190	0.06995725265412082
50	198	0.06834922395032103
50	203	0.06320450104342855
50	204	0.05555748783963552
50	205	0.06406232637575518
50	215	0.07176636293735555
50	223	0.07502817807391925
50	332	0.04790267238836423
50	339	0.058269226348472765
50	345	0.06209518834679783
50	346	0.04329497059170877
50	347	0.07526625990049947
50	352	0.0732347103753051
50	353	0.0504347171630037
50	354	0.051877755982146605
50	358	0.05934898749114975
50	359	0.07184444904952339
50	367	0.06999792595271898
51	56	0.06269419379298151
51	71	0.0497474910318814
51	100	0.06258018268757733
51	112	0.07265037607271466
51	113	0.06479424317103008
51	114	0.05892198149985205
51	120	0.056536089018883164
51	135	0.053659519940401385
51	141	0.05792653176761432
51	146	0.07552675477156884
51	155	0.050712178327092634
51	163	0.05538494695053865
51	169	0.07632217218373205
51	189	0.066446264778524
51	190	0.06849707153219763
51	204	0.06551259964879724
51	205	0.0441969502297587
51	216	0.06787993849273703
51	223	0.06663611330594929
51	224	0.061766669020766156
51	332	0.07567892845845396
51	339	0.06892579769245673
51	345	0.07436139971931817
51	346	0.061422877305295935
51	347	0.05016952538114536
51	352	0.06772655743457344
51	353	0.05452454917252584
51	354	0.04912175912416123
51	358	0.062254419107574
51	359	0.0714634813469816
51	367	0.05703225298498938
52	59	0.05404003618303025
52	129	0.07259346293345736
52	150	0.04965658480879159
52	157	0.0744392625873425
52	171	0.07536616268706768
52	185	0.07265763999781262
52	334	0.07608678374364689
52	355	0.0757114402062161
53	151	0.07195244298788366
53	158	0.058457602788455604
53	274	0.1327270541277233
53	356	0.06824112986468693
55	239	0.1496900741297365
56	71	0.07398848430801828
56	100	0.06897049456053324
56	120	0.07161607256648542
56	127	0.05829615938465031
56	142	0.06874164615874274
56	191	0.07226553473720783
56	205	0.06903787864726563
56	215	0.0722263955759467
56	216	0.06413317840445187
56	256	0.0757221190556855
56	333	0.06500417891943445
56	339	0.07070312632007267
56	346	0.07024511933620307
56	354	0.07252212831116393
57	105	0.0752948137477524
57	106	0.06759876754870028
57	107	0.07188303820881001
57	323	0.07529221531046484
57	324	0.07443041381979724
57	365	0.07292106859285083
58	215	0.15103587656086856
59	73	0.0742830128943852
59	115	0.07390919142403486
59	122	0.06907472287834648
59	129	0.07046186926174199
59	136	0.07026757321161084
59	143	0.05903529410365888
59	150	0.048112385172161994
59	157	0.06540940474403718
59	171	0.07568711621120634
59	185	0.05180060987157053
59	225	0.0681376546240226
59	235	0.06544704560205435
59	286	0.0686853764810839
59	334	0.07111683578365245
59	341	0.07097440070835358
59	355	0.05893692535525424
60	130	0.07581578397446721
60	137	0.06933544947542827
60	151	0.07424265511518352
60	219	0.07434834675283777
60	233	0.06321307012937792
60	280	0.060452722823711086
60	370	0.0640243544317197
61	75	0.05919509706942502
61	138	0.07594416059423068
61	357	0.06476533949071898
61	371	0.0717816747754937
62	133	0.23573000902357016
65	84	0.2746491452549087
66	83	0.26730064039467744
66	315	0.20933230126427216
67	88	0.07169100529437239
67	172	0.07384030926088435
67	342	0.05056783182026143
68	103	0.06296321085583005
68	371	0.07133496066797296
69	163	0.05866798899914675
69	169	0.0647780796327712
69	170	0.07077660991662839
69	190	0.06869439404867096
69	191	0.07106451649017087
69	197	0.06286754004545278
69	214	0.07074559934146411
69	215	0.06814319847304515
69	238	0.06642874704012867
69	245	0.061637718260138925
69	338	0.06615554998416105
69	345	0.06300080882461107
69	346	0.0582230798080276
69	352	0.06665242676887548
69	353	0.07415904473552135
69	354	0.06134898734091145
69	358	0.04916915983905304
69	360	0.06925460846290378
70	77	0.07119853429222164
70	106	0.073064711851025
70	121	0.06216665321259076
70	142	0.06845447937134712
70	146	0.07141760482604245
70	154	0.046050049822988624
70	170	0.06604096150399363
70	183	0.0734852542317057
70	197	0.07401198164147724
70	215	0.06469904746379206
70	333	0.0760261816254343
70	346	0.07147302096194674
71	77	0.07503169502526362
71	132	0.07399858231921422
71	135	0.05786099330374976
71	141	0.06458633909043943
71	155	0.051760914432023526
71	163	0.05264366414586958
71	169	0.07246528327129305
71	190	0.06945176922727403
71	191	0.07325128565630915
71	205	0.06336176752163676
71	211	0.0625463074300816
71	216	0.06885626628356468
71	223	0.062133491297624216
71	224	0.05172634621463792
71	230	0.07169875382207609
71	333	0.07150345980576248
71	346	0.07110764587573921
71	347	0.05098702520044001
71	352	0.0562936973790076
71	353	0.07565326413084654
71	354	0.06156818242213898
71	358	0.06325853980698513
71	367	0.057698408481560104
72	78	0.07987868130671838
72	149	0.0712952591601826
72	211	0.07563278204531346
72	217	0.046294009004344654
73	150	0.070933620295675
73	235	0.06537407402505747
73	270	0.06935691885800377
73	278	0.07029296638896412
73	369	0.0708717050676011
74	356	0.09647581659625451
76	78	0.10982602878690431
77	149	0.06901123880282375
77	211	0.06400793167629806
77	333	0.0710188000043441
77	352	0.07317262995169774
79	80	0.09556250639514587
80	286	0.053964271117950824
81	267	0.3299195799093886
82	138	0.16984085534262947
84	95	0.07502166202313396
85	97	0.20794710309466452
87	328	0.24636448307317937
88	102	0.06598083112613098
88	116	0.05025810541144927
88	130	0.0649048787212422
89	350	0.06846896838605614
90	254	0.17683606088134102
91	92	0.06945012945701931
92	93	0.04960137973208404
93	208	0.0686707355764842
94	177	0.09767392025571073
95	117	0.14309169298052538
96	181	0.08316483607914239
96	364	0.0763672646600304
97	174	0.07362135479645351
97	175	0.057933282403557454
98	127	0.07920288888706409
99	135	0.06898889686703079
99	354	0.07629561239091212
99	358	0.07529559545970203
100	105	0.05874086977784517
100	106	0.0681449512138192
100	107	0.04758729247321962
100	113	0.0530600011093337
100	114	0.04671936054812835
100	120	0.05265283726336379
100	121	0.0715908577012814
100	127	0.06896107003436837
100	141	0.07054968304832694
100	142	0.05360052794761182
100	146	0.05963217247731101
100	154	0.061666946670296666
100	169	0.07532793395917363
100	170	0.07347319544951449
100	183	0.06752287238206917
100	188	0.06979701851990877
100	189	0.049448321146056164
100	191	0.07032048342084708
100	204	0.061769423862319116
100	205	0.0712563276938309
100	215	0.06132348513132698
100	324	0.07592990844085805
100	332	0.07339325237635215
100	339	0.06152713937803526
100	346	0.057368095689320414
100	353	0.07366341459719432
100	354	0.06423221978160264
100	358	0.07274251438395704
101	108	0.06877392383309151
101	122	0.060841828674230894
101	136	0.07284693415357416
101	157	0.0701736672017066
101	164	0.07430948227091497
101	185	0.061504037076353865
101	284	0.06225301684293037
101	327	0.06689774035749917
101	341	0.07381434086527545
101	355	0.07576757520353836
102	116	0.0595255493779111
102	130	0.07074179077684788
102	342	0.06719136716495724
103	336	0.07096930404942907
103	350	0.07357041171163389
103	357	0.060618612925068364
103	371	0.05803154312060649
104	184	0.07528750911262112
105	106	0.07171932210127668
105	107	0.04992617698249468
105	112	0.05419642518159612
105	113	0.046597320630446706
105	120	0.04741303215435735
105	127	0.06634301491890189
105	141	0.06575006834675393
105	142	0.05421528245783503
105	146	0.07163290339647334
105	154	0.06421822741286322
105	161	0.07468468460913667
105	169	0.053727495207637685
105	170	0.06364948021082963
105	188	0.05555678789207308
105	189	0.06228097533613146
105	191	0.06101456497466952
105	197	0.07309454854154923
105	204	0.07635390092427784
105	215	0.059174024609064596
105	324	0.07251844255709623
105	339	0.06914903925965389
105	346	0.059983670421776936
105	358	0.06966386760966721
105	365	0.06587625475861818
106	107	0.06231472738531797
106	140	0.073161323386621
106	142	0.05868708042560471
106	146	0.07390753780136379
106	154	0.062456313495827
106	183	0.06745928668408906
106	189	0.0762878087632915
106	324	0.07460425131620738
107	112	0.06792358612677805
107	113	0.05041922875802133
107	114	0.07011723945970305
107	120	0.050331116250105015
107	127	0.07521442374389345
107	140	0.07286142208785754
107	141	0.07285555100906047
107	142	0.05186695134188138
107	146	0.05355200124836444
107	154	0.05719667128736863
107	161	0.07167306423843484
107	169	0.07602268284937684
107	170	0.06943912999710969
107	183	0.07612426121515295
107	188	0.06703131299210227
107	189	0.05992638933555004
107	204	0.07414539213852347
107	215	0.06807582644738198
107	339	0.07110421423814822
107	346	0.06261366175535162
107	365	0.07019176097209072
108	157	0.07618294835065517
108	164	0.07088437394170827
108	191	0.07454325951799042
108	340	0.07484999073783456
109	158	0.09032871466560956
112	113	0.03729658710377049
112	120	0.04806365524889304
112	132	0.05473877138271335
112	135	0.07190722354833116
112	139	0.06936626220376943
112	141	0.04986315825535935
112	142	0.07500085129823242
112	154	0.07196610749010013
112	161	0.0635239794179401
112	163	0.07276806859985473
112	167	0.07265576673925539
112	168	0.0646021636373251
112	169	0.04914783883385251
112	170	0.07341105567690917
112	188	0.04788335576318565
112	189	0.056851609283506875
112	190	0.06939635553554822
112	191	0.07046115968746118
112	203	0.06190005274405596
112	215	0.07316762548480116
112	332	0.06743773157969264
112	338	0.07547358550575436
112	339	0.06540530084973126
112	345	0.06421735415338811
112	346	0.053098150064525826
112	354	0.07563689659517447
112	358	0.05457051780819105
112	359	0.06079206602947428
112	360	0.07341419514210148
112	367	0.07111937335358445
113	114	0.0663949527664335
113	118	0.06600221335135772
113	119	0.0747074424491981
113	120	0.03162169109380793
113	127	0.07602308475647755
113	132	0.06771208160654817
113	135	0.06980390290488132
113	139	0.054984782290644414
113	140	0.06414733941929267
113	141	0.057060873285866606
113	142	0.06561190692495288
113	146	0.06517482886803494
113	154	0.06749275381015821
113	161	0.05586287365396845
113	167	0.06262384272825684
113	168	0.0746759440531497
113	169	0.06570725965317224
113	188	0.03435825418114183
113	189	0.03940903868555097
113	191	0.07630786810601296
113	203	0.05748446076483677
113	204	0.05736445359338064
113	205	0.07624975068751223
113	215	0.07471242444988144
113	324	0.07126204481965437
113	332	0.06413583179286939
113	339	0.04862244733812644
113	346	0.055624978230228696
113	354	0.07301160723209707
113	358	0.06433822943328714
113	359	0.06298173347066434
113	365	0.07153427115069699
114	120	0.06279888704576485
114	135	0.06830031765367454
114	146	0.06237309266798048
114	189	0.06161174459526068
114	204	0.06354907317904725
114	205	0.0738465534141264
114	339	0.07125655494263311
114	346	0.07059937900678266
114	353	0.06517468059439682
114	354	0.06163613332030612
115	143	0.0580346089331214
115	157	0.0715023414152762
116	123	0.07631460191170178
116	130	0.04027464345189905
116	137	0.07041036714282382
116	172	0.06609939833343645
116	200	0.06692116295319023
117	124	0.06873780737950083
117	364	0.06373716551261642
118	119	0.056817691800943204
118	139	0.05918521758615788
118	140	0.06842826187877077
118	161	0.06958893292381348
118	167	0.05809942566217446
118	188	0.056379095477800054
118	189	0.07306368540415967
118	203	0.07225519452467738
118	324	0.06187373694313797
118	339	0.07383174488632294
118	366	0.06925530665731834
119	139	0.0717223673932258
119	167	0.0630350339182391
119	189	0.07088946789048808
119	203	0.07467906845447358
120	127	0.06310796363302115
120	132	0.0725117252607156
120	135	0.06109195282746788
120	139	0.07519441877235887
120	140	0.07643509119446026
120	141	0.050531709419506333
120	142	0.055341585831773385
120	146	0.06699454733386839
120	154	0.06752427100564466
120	161	0.061045240679627494
120	163	0.07265908937147063
120	169	0.06057976041340451
120	170	0.07161056484617516
120	188	0.05159628267885642
120	189	0.04523499737903971
120	190	0.07502395751468194
120	191	0.06709501448811984
120	203	0.06815831947420731
120	204	0.05721424843592859
120	205	0.0657666265233652
120	215	0.06905557920299113
120	216	0.06374140646753285
120	324	0.07603261303463182
120	332	0.06925547097498763
120	339	0.04678891026516252
120	345	0.07523288697629833
120	346	0.047368037688965185
120	353	0.07528192122189292
120	354	0.06794300967175076
120	358	0.060630178004881415
120	359	0.059381591829983385
121	146	0.07084204082107587
121	154	0.07294173973806317
121	215	0.07585204574888929
122	136	0.0582949205442707
122	143	0.06049092754771601
122	157	0.05404877344821067
122	164	0.07110124811654192
122	185	0.05394769458895374
122	224	0.07474898074984494
122	256	0.0755654710479748
122	276	0.0752477639060649
122	334	0.05364950909606802
122	341	0.06592963311193344
122	355	0.07369995219854056
123	130	0.06014564567900135
123	137	0.036545393184470185
123	144	0.06784326424284191
123	219	0.06943973001257685
123	299	0.11874270512378843
124	350	0.06827912784163274
124	364	0.06976694183116192
124	371	0.07306022175510855
125	154	0.07483772034208047
125	168	0.052599739947000596
126	134	0.05484801508556895
126	160	0.059197137192072875
127	142	0.05432307344709113
127	163	0.06830339952401646
127	191	0.06584032741323054
127	205	0.07449424355758269
127	215	0.07635873912615286
127	216	0.05786248145666007
127	339	0.06048223000901132
127	346	0.07186757316834312
127	351	0.07400852388259838
127	354	0.07133908550915016
127	358	0.07398005889478572
128	262	0.07904179739969007
129	150	0.06724434666843919
129	212	0.06359604269796044
129	235	0.06111779244740346
129	286	0.07602092904807138
129	355	0.06912927776500395
130	137	0.05958520163915157
130	172	0.06167289202657043
130	200	0.06952603822847819
130	233	0.0699771023100757
130	342	0.07475089574225371
131	187	0.078845877826853
132	141	0.04371282734693733
132	169	0.05873982946613383
132	188	0.07629891304385614
132	189	0.07557333688801673
132	190	0.07341480143718371
132	204	0.07318075943890777
132	346	0.07306343255385994
132	352	0.07410779083512636
132	358	0.0650161242241547
132	359	0.06857115630031986
132	367	0.07121366193198882
133	366	0.1764498390670665
134	160	0.06255004543783933
135	141	0.06627016648534462
135	163	0.05153660446323521
135	169	0.07592941948564895
135	191	0.06708607176514678
135	205	0.05918181619244685
135	216	0.0451408271075256
135	223	0.07513413257256146
135	224	0.05398763434717406
135	256	0.06883883727916985
135	339	0.07270898552017907
135	346	0.07034765281289575
135	347	0.057482647911124646
135	353	0.07551049541596484
135	354	0.05830996805925732
135	358	0.05810673151584727
135	359	0.0631764234751812
135	367	0.05275778907080641
136	143	0.07573998114745482
136	171	0.07292719158400661
136	185	0.056245570636978534
136	334	0.056204824224345154
136	355	0.06207513485504182
137	144	0.07238489742901878
137	151	0.07314214800230744
137	165	0.07376375665877763
137	200	0.06784228162423146
137	219	0.07301196422570604
138	166	0.06899058786116563
138	357	0.0687963955101932
139	140	0.0709648629620437
139	161	0.06955008259176752
139	167	0.03273261270393556
139	188	0.05588561843377389
139	189	0.06899221948288253
139	203	0.052999464672881684
140	154	0.07269654698136069
140	161	0.05398320948971234
140	167	0.06849617939666199
140	168	0.06983274626933543
140	188	0.07312030852142798
140	189	0.0563972229494803
140	332	0.07342503097096505
140	339	0.07456128717579842
141	142	0.07225530985119209
141	146	0.06832471419739407
141	154	0.06206599549468814
141	155	0.07282653178173959
141	161	0.07103988785528083
141	163	0.06065600468123612
141	168	0.07095808297297583
141	169	0.041284834067136116
141	170	0.05216055662788727
141	188	0.0724069203642484
141	189	0.059504967376669604
141	190	0.04903892447994284
141	191	0.05378836195558398
141	204	0.05819319815470092
141	205	0.06896280198833316
141	215	0.0569269958598376
141	216	0.06896090892016025
141	223	0.07000365234623308
141	224	0.07328265646319487
141	332	0.06486911322853434
141	345	0.06168220059388433
141	346	0.045722490795061944
141	347	0.07634308208706603
141	352	0.06348014432262206
141	353	0.0740749247191781
141	354	0.06648638869321834
141	358	0.051101610553162195
141	359	0.07042567341741993
141	360	0.05897246845680779
141	367	0.06697807353445241
142	146	0.0642628060691451
142	154	0.049257752958031385
142	161	0.06993338591153846
142	163	0.07138477830776818
142	169	0.06557777642204247
142	170	0.05890920486832327
142	183	0.05786075327550225
142	189	0.0573083545518542
142	191	0.06587398455665058
142	197	0.07082949281522168
142	204	0.07325621501955162
142	215	0.059148107866240945
142	216	0.07494083074893258
142	324	0.07488849227429412
142	332	0.07050239332973578
142	333	0.07440926263788666
142	339	0.06090776508072144
142	346	0.045648585879483665
